,Filename,Path,Timestamp
0,KEY_PAIR_RECOVERY.txt,/Users/bfh/Codex_Recovered_Anchor/KEY_PAIR_RECOVERY.txt,2025-03-26 19:27:33.000000
1,iTek_LUX_COIN_RECOVERY_INFO.txt,/Users/bfh/Codex_Recovered_Anchor/iTek_LUX_COIN_RECOVERY_INFO.txt,2025-03-26 11:51:47.000000
2,RESOLVING_GIT_MERGE_CONFLICT.txt,/Users/bfh/Codex_Recovered_Anchor/RESOLVING_GIT_MERGE_CONFLICT.txt,2025-03-27 00:58:34.000000
3,Git REBASE.txt,/Users/bfh/Codex_Recovered_Anchor/Git REBASE.txt,2025-03-27 01:20:04.000000
4,RELEASE_NOTES.md,/Users/bfh/Codex_Recovered_Anchor/RELEASE_NOTES.md,2025-03-28 00:37:52.000000
5,Fix_THE_GIT_MERGE_CONFLICT.txt,/Users/bfh/Codex_Recovered_Anchor/Fix_THE_GIT_MERGE_CONFLICT.txt,2025-03-27 00:53:49.000000
6,Chamber_String_Ensemble_Long.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Chamber_String_Ensemble_Long.json,2025-01-28 16:02:28.000000
7,Violin_1_1st_Desk_Short.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Violin_1_1st_Desk_Short.json,2025-01-28 16:02:28.000000
8,Cello_Short.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Cello_Short.json,2025-01-28 16:02:28.000000
9,Epic_Strings_Long.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Epic_Strings_Long.json,2025-01-28 16:02:28.000000
10,Violin_1_1st_Desk_Long.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Violin_1_1st_Desk_Long.json,2025-01-28 16:02:28.000000
11,Symphonic_String_Ensemble_Live.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Symphonic_String_Ensemble_Live.json,2025-01-28 16:02:28.000000
12,String_Quartet_Long.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/String_Quartet_Long.json,2025-01-28 16:02:28.000000
13,Violin_1_1st_Desk_Pizzicato.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Violin_1_1st_Desk_Pizzicato.json,2025-01-28 16:02:28.000000
14,Cello_Long.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Cello_Long.json,2025-01-28 16:02:28.000000
15,Chamber_String_Ensemble_Short.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Chamber_String_Ensemble_Short.json,2025-01-28 16:02:28.000000
16,String_Quartet_Live.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/String_Quartet_Live.json,2025-01-28 15:52:31.000000
17,Violin_1_1st_Desk_Live.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Violin_1_1st_Desk_Live.json,2025-01-28 15:52:31.000000
18,Symphonic_String_Ensemble_Long.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Symphonic_String_Ensemble_Long.json,2025-01-28 16:02:28.000000
19,String_Quartet_Short.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/String_Quartet_Short.json,2025-01-28 16:02:28.000000
20,Cello_Live.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Cello_Live.json,2025-01-28 15:52:31.000000
21,String_Quartet_Pizzicato.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/String_Quartet_Pizzicato.json,2025-01-28 16:02:28.000000
22,Epic_Strings_Short.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Epic_Strings_Short.json,2025-01-28 16:02:28.000000
23,mtron_violins_2.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/mtron_violins_2.json,2025-01-28 16:02:28.000000
24,Cello_Pizzicato.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Cello_Pizzicato.json,2025-01-28 16:02:28.000000
25,Harp.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Harp.json,2025-01-28 16:02:28.000000
26,Chamber_String_Ensemble_Live.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Chamber_String_Ensemble_Live.json,2025-01-28 15:52:31.000000
27,Symphonic_String_Ensemble_Short.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Symphonic_String_Ensemble_Short.json,2025-01-28 16:02:28.000000
28,Symphonic_String_Ensemble_Pizzicato.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Symphonic_String_Ensemble_Pizzicato.json,2025-01-28 16:02:28.000000
29,Chamber_String_Ensemble_Pizzicato.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Strings/Chamber_String_Ensemble_Pizzicato.json,2025-01-28 16:02:28.000000
30,Brass_Ensemble_-_Short.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Stacks/Brass_Ensemble_-_Short.json,2025-01-28 16:02:28.000000
31,Lush_Bell_Pad.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Stacks/Lush_Bell_Pad.json,2025-01-28 15:52:31.000000
32,Reed_A_-_Mello_Flutes.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Stacks/Reed_A_-_Mello_Flutes.json,2025-01-28 16:02:28.000000
33,Cinematic_Piano_Pad_1.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Stacks/Cinematic_Piano_Pad_1.json,2025-01-28 16:02:28.000000
34,Brass_Ensemble_-_Long.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Stacks/Brass_Ensemble_-_Long.json,2025-01-28 16:02:28.000000
35,Mile_High_Lead.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Stacks/Mile_High_Lead.json,2025-01-28 16:02:28.000000
36,Afecto_Dulci_Space_Dly.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Stacks/Afecto_Dulci_Space_Dly.json,2025-01-28 15:52:31.000000
37,onefinger_drummer.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Sequenced/onefinger_drummer.json,2025-01-28 15:52:31.000000
38,Frequency_Mod_Wheel.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Sequenced/Frequency_Mod_Wheel.json,2025-01-28 15:52:31.000000
39,Syncopathic_Thriller.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Sequenced/Syncopathic_Thriller.json,2025-01-28 15:52:31.000000
40,Tension.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/Sequenced/Tension.json,2025-01-28 16:02:28.000000
41,Altered_DNA.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/FX/Altered_DNA.json,2025-01-28 15:52:31.000000
42,Bouncing_Distorted_FM.json,/Users/bfh/Library/Application Support/Universal Audio/workspace/component_factory_presets/uaudio_shape/FX/Bouncing_Distorted_FM.json,2025-01-28 15:52:31.000000
